SampleID,5-7N15,A17,Abiotrophia,Acholeplasma,Achromobacter,Acidovorax,Acinetobacter,Actinobacillus,Actinomadura,Actinomyces,Actinomycetospora,Actinoplanes,Actinotalea,Adhaeribacter,Adlercreutzia,Aerococcus,Aeromicrobium,Aeromonas,AF12,Afipia,Aggregatibacter,Agrobacterium,Agrococcus,Agromyces,Akkermansia,Alishewanella,Alistipes,Alkaliphilus,Alkanindiges,Allobaculum,Alloiococcus,Amaricoccus,Ammoniphilus,Anaerobacillus,Anaerococcus,Anaeroplasma,Anaerostipes,Anoxybacillus,Ardenscatena,Arthrobacter,Asticcacaulis,Atopobium,Azospira,Azospirillum,B-42,Bacillus,Bacteroides,Balneimonas,Bdellovibrio,Bifidobacterium,Blastococcus,Blastomonas,Blautia,Brachybacterium,Bradyrhizobium,Brevibacillus,Brevibacterium,Brevundimonas,Burkholderia,Butyrivibrio,Caldicoprobacter,Caloramator,Candidatus Koribacter,Candidatus Nitrososphaera,Candidatus Rhabdochlamydia,Candidatus Xiphinematobacter,Capnocytophaga,Carnobacterium,Catonella,Caulobacter,Cellulomonas,Cellvibrio,CF231,Chthoniobacter,Citricoccus,Cloacibacterium,Clostridium,Cohnella,Collinsella,Comamonas,Conchiformibius,Coprococcus,Corynebacterium,Cryocola,Cryptosporangium,Cupriavidus,Cytophaga,DA101,Dactylosporangium,Dechloromonas,Dehalobacterium,Deinococcus,Denitrobacter,Dermacoccus,Desemzia,Desulfomicrobium,Desulfovibrio,Devosia,Dialister,Dietzia,Dorea,Eikenella,Elizabethkingia,Enhydrobacter,Enterobacter,Enterococcus,Epulopiscium,Erysipelothrix,Ethanoligenens,Exiguobacterium,Faecalibacterium,Finegoldia,Flavobacterium,Friedmanniella,Fusobacterium,Gardnerella,Gemmata,Gemmiger,Geodermatophilus,Georgenia,Gluconobacter,Gordonia,Guggenheimella,GW-34,Haemophilus,Haliangium,Halomonas,Herbaspirillum,HTCC,Hylemonella,Hymenobacter,Hyphomicrobium,Iamia,Janthinobacterium,Jeotgalicoccus,JG37-AG-70,Johnsonella,Jonesia,Jonquetella,Kaistobacter,Kineococcus,Kineosporia,Kocuria,Kytococcus,Lachnoanaerobaculum,Lactobacillus,Lactococcus,Lautropia,Leadbetterella,Lentzea,Leptotrichia,Leucobacter,Leuconostoc,Luteibacter,Luteimonas,Lysobacter,Macrococcus,Massilia,Mesorhizobium,Methanobrevibacter,Methylotenera,Microbacterium,Microbispora,Micrococcus,Microlunatus,Micromonospora,Mobiluncus,Modestobacter,Mogibacterium,Moraxella,Morganella,Mucilaginibacter,Mycobacterium,N09,Neisseria,Nesterenkonia,Nitrosopumilus,Nitrosovibrio,Nitrospira,Nocardioides,Nocardiopsis,Novosphingobium,Ochrobactrum,Odoribacter,Olivibacter,Oribacterium,Ornithinicoccus,Oryzihumus,Oscillospira,Paenibacillus,Paludibacter,Parabacteroides,Paracoccus,Parasegitibacter,Pediococcus,Pedobacter,Pedomicrobium,Pelistega,Peptococcus,Peptoniphilus,Petrobacter,ph2,Phascolarctobacterium,Phenylobacterium,Photobacterium,Phyllobacterium,Pimelobacter,Pirellula,Planctomyces,planctomycete,Planomicrobium,Plesiocystis,Porphyromonas,Prevotella,Propionibacterium,Propionicimonas,Prosthecobacter,Proteus,Providencia,PSB-M-3,Pseudobutyrivibrio,Pseudochrobactrum,Pseudomonas,Pseudonocardia,Pseudoxanthomonas,Psychrilyobacter,Psychrobacter,Psychromonas,rc4-4,Rheinheimera,Rhizobium,Rhodobacter,Rhodococcus,Rhodopila,Rhodoplanes,Rickettsia,Roseburia,Roseomonas,Rothia,Rubellimicrobium,Rubrivivax,Ruminobacter,Ruminococcus,Saccharomonospora,Saccharopolyspora,Saccharothrix,Salinicoccus,Schlegelella,Sedimentibacter,Sediminibacterium,Selenomonas,Serinicoccus,Serratia,Shewanella,Shinella,Skermanella,Sneathia,Solibacillus,Solirubrobacter,Sorangium,Sphingobacterium,Sphingobium,Sphingopyxis,Spirosoma,Sporosarcina,Staphylococcus,Stenotrophomonas,Steroidobacter,Streptococcus,Streptomyces,Succinivibrio,Sulfuritalea,Sutterella,Tannerella,Tepidimonas,Terriglobus,TG5,Thermicanus,Thermoanaerobacterium,Thermomonas,Tissierella_Soehngenia,Treponema,Truepera,Trueperella,Tuberibacillus,Turicibacter,Uliginosibacterium,Ureibacillus,vadinHB04,Vagococcus,Veillonella,Vibrio,Virgisporangium,Vogesella,WAL_1855D,Wautersiella,Weissella,Xanthobacter,Xanthomonas,Xylanimicrobium,Xylella,Yaniella,Zoogloea,24838,Eubacterium,Grand Total
LKMB005_011,0,0,0,0,0,0,0.047440446,0,0,0,0,0,0,0,0.002128738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047339078,0,0,0,0.008109478,0,0,0,0,0,0,0,0.005473898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010035479,0,0,0,0.010238216,0,0,0.007501267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009630005,0,0,0,0,0,0.008008109,0,0,0,0,0,0,0,0,0,0,0,0.003041054,0,0,0,0,0,0,0,0,0,0,0.00598074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034870755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649670552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004764318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030005068,0.018753168,0,0.060111505,0.034262544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_012,0,0,0,0,0,0,0.031074939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121868724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009089948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036254096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703942501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022090688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023041962,0,0,0,0.031286333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014480499,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_013,0,0,0,0,0,0,0.034062388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122624597,0.003944066,0.004033704,0,0,0,0.002778774,0,0,0,0,0,0.000358551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011473646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002151309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001613482,0,0,0,0,0,0,0,0.782807458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009143062,0.007171029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001972033,0.001792757,0,0,0.004392255,0,0,0,0,0,0,0,0.006095375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003585515,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995699785,0,0,0,0,0,0,0,0,0,0.003750188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_015,0,0,0,0,0.001411827,0,0.012246774,0,0,0,0,0.005680139,0,0,0,0.004366812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003316151,0,0,0,0,0,0,0,0,0.000952162,0,0.060774206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016515087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001378993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004563811,0,0,0,0,0,0.006632301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492498,0,0,0,0,0,0,0,0,0,0,0.001871491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000787996,0,0,0,0,0,0,0,0.812818071,0,0,0,0,0,0,0,0,0,0,0.007091966,0,0,0,0.00196999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050234757,0,0,0,0.005417474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001477493,0,0,0,0,0,0,1
LKMB005_016,0,0,0,0,0,0,0.025013329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004665008,0,0,0,0,0,0.058201528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003776435,0,0,0.011151591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00231029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007330727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002799005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006531011,0.008041585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195486,0,0,0,0,0,0,0,0,0,0,0.001377288,0,0,0,0,0,0,0,0.834059001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007464013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007508441,0.006308868,0,0,0.01150702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_017,0,0,0,0,0,0,0.001088325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341435,0,0,0,0,0,0.001237703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024220567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298756,0.000448134,0,0.971148716,0,0,0,0,0,0,0,0,0,0,0.000512153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_018,0,0,0,0,0,0,0.006384677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002992817,0,0,0,0,0,0,0,0,0.078478319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004522479,0.00405693,0,0.005786113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001596169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003059324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003990423,0,0,0,0,0,0,0,0.723064645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112330407,0.019420059,0,0,0.016693269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003458367,0,0,0,0,0,0,1
LKMB005_019,0,0,0,0,0,0,0.002145515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706119,0,0.002824475,0.001385079,0,0,0,0,0,0,0,0,0,0,0,0.000760436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001249287,0,0,0,0,0,0,0,0,0.000461693,0,0,0,0,0,0,0.001086337,0,0,0,0,0,0,0.000325901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046549523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977703,0,0,0.939409576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002858282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000819817,0,0,0,0,0,0,0,0,0,0,0.000443145,0,0,0,0,0,0,0,0,0,0,0,0,0.000465302,0,0.000288044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310201,0,0.044668971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003589471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376673,0,0,0,0,0,0,0,0.05714349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004697332,0,0,0.883076309,0.000864132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_024,0,0,0,0,0.010036496,0,0.016532847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060912409,0,0,0,0,0,0,0.010255474,0,0,0,0,0.008467153,0,0.00810219,0,0,0,0,0,0,0,0,0,0,0,0.007664234,0,0,0,0,0,0,0,0.002372263,0,0,0.003759124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437956,0,0,0,0,0,0,0,0,0.001131387,0,0,0,0,0,0,0,0,0,0,0,0.191934307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049744526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310219,0,0,0,0,0.003613139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002408759,0,0,0,0,0,0,0,0.576021898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013978102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009014599,0.017773723,0,0.002737226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_025,0,0,0,0,0,0,0.016186672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067794829,0.009459744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003573681,0,0,0,0,0,0,0,0,0,0,0,0.003363464,0.005360521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007147362,0,0,0,0,0,0.009249527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139163338,0,0,0,0,0,0,0,0,0,0,0,0,0.008303553,0,0,0,0,0,0,0,0,0.00178684,0,0,0,0,0,0,0,0.09070843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008408661,0,0,0,0,0,0.001681732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001366407,0,0,0,0,0,0,0,0.570948077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003258356,0,0,0,0,0,0,0.005886063,0,0,0,0,0,0,0,0,0,0,0.003889006,0,0,0,0,0.005360521,0.035316376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_026,0,0,0,0,0.005113189,0,0.031684293,0,0,0,0,0,0,0,0,0,0,0.001092562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003102876,0,0,0,0,0.085525741,0.005593917,0,0,0,0,0,0,0,0,0,0,0.021457915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009483437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004020628,0,0.001311074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004982082,0,0,0,0,0,0,0.115461935,0,0,0.001748099,0,0,0,0,0,0,0,0,0,0.002622148,0,0,0,0,0,0,0,0,0,0,0,0,0.004108033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015426973,0,0,0.015820295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001354777,0,0,0,0,0,0,0,0.600515689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002971768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015295866,0.041298838,0,0.005244297,0.000786645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003976925,0,0,0,1
LKMB005_027,0,0,0,0,0.000812348,0,0.013484972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020796101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023883022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007311129,0,0,0,0,0.007473599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08773355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019171405,0,0,0,0,0,0,0.096506905,0,0,0,0,0,0,0,0,0,0,0,0.002761982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011535337,0,0,0,0,0,0,0,0,0,0.015759545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63151909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005848903,0,0,0,0,0,0,0,0,0,0,0.010235581,0,0,0,0,0.003086921,0.034281072,0,0,0,0,0,0,0,0,0,0,0,0,0.007798538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_028,0,0,0,0,0.001840168,0,0.00670347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050341746,0,0,0,0,0,0.005520505,0,0,0,0,0,0.011829653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018401682,0,0,0,0,0,0,0.003548896,0,0,0,0,0,0,0.004994742,0,0,0,0,0,0,0.006834911,0,0,0,0,0,0,0,0,0,0.006177708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140904311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004731861,0.019847529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001314406,0,0,0.023922187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525762,0,0,0,0,0,0,0.003548896,0.633412198,0,0,0,0,0,0,0,0,0,0,0,0.003548896,0,0.004994742,0,0,0,0,0,0.003417455,0,0,0,0,0,0,0,0.010515247,0,0,0,0,0,0,0,0,0,0.007097792,0,0,0,0,0.004863302,0.021161935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LKMB005_029,0,0,0,0,0.006071561,0,0.00820356,0,0,0.010103819,0,0,0,0,0,0,0,0,0,0,0.002363737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003754171,0.036614757,0,0,0,0,0,0,0,0,0.001297738,0,0,0.016082684,0,0,0,0,0,0,0,0,0.00440304,0,0.002039303,0,0,0,0,0,0,0,0.000139043,0,0,0.020810159,0,0,0.018631813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002456433,0,0,0,0,0,0.000741565,0,0,0,0,0,0,0,0,0,0.008667037,0.000602521,0,0,0,0,0,0,0,0,0.0126066,0,0,0,0,0,0,0,0,0.202586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014692251,0,0,0,0.007369299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024147201,0,0,0,0,0.005932518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015433815,0,0,0.003429737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398591,0.008249907,0.004959214,0,0,0,0,0,0,0.004820171,0.397803115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000648869,0,0,0,0,0,0,0,0,0,0,0.012931034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034436411,0,0.075871339,0,0,0.000648869,0,0,0,0,0.002549129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023915462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
