SampleID,Achromobacter,Acidithiobacillus,Acidovorax,Acinetobacter,Actinobacillus,Actinobaculum,Actinomyces,Actinomycetospora,Actinoplanes,Actinotalea,Aerococcus,Aeromonas,Afipia,Aggregatibacter,Agrobacterium,Agromyces,Akkermansia,Alistipes,Alkalibacterium,Alloiococcus,Anaerobacillus,Anaerococcus,Anaeroplasma,Anoxybacillus,Aquabacterium,Arthrobacter,Asticcacaulis,Atopobium,Azoarcus,Bacillus,Bacteroides,Balneimonas,Bifidobacterium,Bilophila,Blastococcus,Blautia,Brachybacterium,Brachymonas,Brevibacterium,Brevundimonas,Brochothrix,Burkholderia,Campylobacter,Candidatus Nitrososphaera,Candidatus Rhabdochlamydia,Capnocytophaga,Carnobacterium,Catonella,Cellvibrio,Chroococcidiopsis,Cloacibacterium,Clostridium,Collinsella,Comamonas,Coprococcus,Corynebacterium,Cryocola,Cupriavidus,Cystobacter,Cytophaga,DA101,Deinococcus,Dermabacter,Dermacoccus,Dialister,Dorea,Enhydrobacter,Enterococcus,Epulopiscium,Faecalibacterium,Filifactor,Finegoldia,Flavobacterium,Flexispira,Friedmanniella,Fusobacterium,Gardnerella,Gemella,Geodermatophilus,Granulicatella,Haemophilus,Halomonas,Hydrocarboniphaga,Hydrogenophaga,Hydrogenophilus,Hymenobacter,Janthinobacterium,Jeotgalicoccus,Kaistobacter,Kocuria,Kytococcus,Laceyella,Lactobacillus,Lactococcus,Leptotrichia,Leuconostoc,Lysobacter,Magnetospirillum,Marmoricola,Massilia,Megasphaera,Methyloversatilis,Microbacterium,Micrococcus,Mobiluncus,Moraxella,Morganella,Moryella,Mycobacterium,Mycoplana,N09,Neisseria,Nesterenkonia,Nitrospira,Nocardioides,Novosphingobium,Ochrobactrum,Oscillospira,Paenibacillus,Paludibacter,Paracoccus,Parvimonas,Pedomicrobium,Peptoniphilus,Petrobacter,ph2,Pilimelia,Planifilum,Planomicrobium,Porphyromonas,Prevotella,Propionibacterium,Propionicimonas,Proteiniclasticum,Proteus,Providencia,Pseudoclavibacter,Pseudomonas,Pseudonocardia,Pseudoxanthomonas,Psychrobacter,Quadrisphaera,Rheinheimera,Rhodobacter,Roseburia,Rothia,Rubellimicrobium,Rubricoccus,Rubrobacter,Saccharomonospora,Schlegelella,Sediminibacterium,Selenomonas,Serinicoccus,Shewanella,Skermanella,Solirubrobacter,Sphingobacterium,Sphingobium,Sphingopyxis,Spirosoma,Sporomusa,Staphylococcus,Stenotrophomonas,Streptococcus,Streptomyces,Succinivibrio,Sulfobacillus,Sulfuritalea,Sutterella,Tatlockia,Tessaracoccus,Thermicanus,Treponema,Truepera,Turicibacter,Uliginosibacterium,Vagococcus,Varibaculum,Veillonella,WAL_1855D,Wautersiella,Williamsia,Xanthobacter,Ruminococcus
LK16S004-327,0,0,0,0.569557244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015195179,0,0,0,0,0.036940005,0.01833901,0,0,0,0,0,0,0,0,0,0,0.033796175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037463977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004191774,0,0.023316741,0,0,0,0,0.02462667,0.011265392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003929788,0,0,0,0,0,0.048205397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051611213,0,0.099030652,0,0,0.022530783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-328,0,0,0,0.637764933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018545279,0.005057803,0,0.032273603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015655106,0,0,0,0,0,0,0,0,0,0,0.019749518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037813102,0,0,0,0,0,0.141377649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021194605,0,0,0,0,0.026252408,0,0,0.010115607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006984586,0
LK16S004-329,0,0,0,0.41439206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012406948,0,0,0,0,0,0,0,0,0.013647643,0,0.062655087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04280397,0,0,0,0,0,0,0,0,0,0.034739454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012406948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015508685,0,0,0,0,0,0.140198511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035980149,0,0,0,0,0.064516129,0,0.066377171,0.060173697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-330,0,0,0,0.235225656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017199017,0,0,0,0,0,0,0.073580758,0,0,0,0,0,0,0,0,0,0,0.002069055,0,0.467735678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016035174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032458296,0,0,0,0,0,0,0,0,0,0,0,0,0.020173283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042027674,0,0,0,0,0,0,0,0,0,0,0,0.001163843,0.016811069,0,0,0,0,0.030777189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017845597,0,0,0,0,0,0.0056899,0,0,0,0,0.015259278,0,0,0,0,0,0,0,0.005948532
LK16S004-331,0,0,0,0.146925084,0,0,0,0,0,0,0,0,0,0.056280283,0,0,0,0,0,0,0.044427879,0,0,0.009019754,0,0,0,0,0,0.017964965,0,0,0,0,0,0,0,0,0.016623183,0,0,0,0,0,0,0,0,0,0,0.022064853,0,0,0,0,0,0.248602311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057622065,0,0,0,0,0,0,0,0,0.019232203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023332091,0.114275065,0.026239284,0.023779351,0,0,0,0,0,0.024897503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148714126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-332,0,0,0,0.141760189,0,0.007383343,0,0,0,0,0,0,0,0.424394566,0,0,0,0,0,0,0.013290018,0,0,0,0,0,0,0,0,0,0.013585351,0,0.011518015,0,0,0,0,0,0,0.006202008,0,0.003839338,0,0,0,0,0,0,0,0,0.005906675,0,0,0,0,0.005611341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179562906,0,0,0,0.003839338,0,0.007383343,0,0,0,0,0.006497342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005906675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010041347,0,0.066450089,0.006202008,0.01978736,0,0,0,0,0,0.01033668,0,0,0,0,0,0,0,0,0,0,0,0.005020673,0,0,0,0,0,0,0,0.006497342,0,0,0,0,0.01742469,0.009155346,0,0.012404017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-333,0,0,0,0.613972235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017017465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007165249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045230631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034034931,0,0,0,0,0,0.047021944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05463502,0,0,0,0.092700403,0.048813256,0.031347962,0.008060905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-334,0,0,0,0.088736792,0,0,0.002041306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007204611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002581652,0,0,0.005403458,0,0,0,0.012788184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007144573,0.013508646,0,0,0,0,0,0,0,0,0,0,0,0,0.015730067,0,0,0,0,0.004682997,0,0,0,0,0,0,0,0,0,0,0,0.014529299,0,0,0,0,0,0,0,0,0,0,0.015429875,0,0,0,0,0,0.00990634,0,0,0,0,0,0,0,0,0.777797791,0,0,0,0,0,0,0,0,0,0,0,0,0.003001921,0,0,0.005823727,0,0.002581652,0.011107109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-335,0.015210608,0,0,0.370124805,0,0,0,0,0,0,0.006630265,0,0,0,0,0,0,0,0,0,0,0.038221529,0,0.002730109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11700468,0,0,0,0,0,0,0,0,0,0,0,0.007800312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040171607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012090484,0,0,0,0.060452418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018330733,0,0,0,0,0,0.070202808,0,0,0,0,0,0,0.02925117,0,0,0,0,0,0.150546022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040561622,0,0,0,0,0,0,0,0,0,0,0,0,0.020670827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-336,0,0,0,0.235371251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026389117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054417309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040976889,0.019668907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067202098,0,0,0,0,0,0,0,0,0.020980167,0,0.02147189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054253401,0.023602688,0,0,0,0,0,0.112768399,0,0,0,0,0,0,0,0,0.057531552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068513358,0.053106048,0.111621046,0.032125881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-337,0,0,0,0.023939151,0,0,0,0,0,0,0,0,0,0.577902322,0,0,0,0,0,0,0.046997598,0,0,0,0,0,0,0,0,0,0.082946357,0,0.009847878,0.015692554,0,0.013530825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011609287,0,0,0,0,0,0,0,0,0,0,0,0,0.013610889,0.002722178,0,0.017213771,0,0.03418735,0,0,0,0,0,0.01305044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016813451,0,0,0,0,0,0.014171337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376301,0,0,0,0,0,0.035388311,0,0,0,0,0,0.00256205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043314652,0,0.004563651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016172938
LK16S004-338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188197767,0,0,0,0,0,0,0,0,0,0,0.11323764,0,0,0,0,0.16108453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108452951,0,0,0.114832536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229665072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022328549,0.062200957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-339,0,0,0,0.296432964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095940959,0,0,0,0,0,0,0,0,0,0.045510455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076260763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290282903,0,0,0,0,0,0,0,0,0,0,0.034440344,0.092250923,0.023370234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045510455,0,0,0,0,0,0
LK16S004-340,0,0,0,0.291464261,0.097848716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036780014,0,0,0,0,0,0,0,0,0,0,0.032616239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132546842,0,0,0,0.035392089,0,0,0,0,0,0,0,0,0,0,0,0,0.064538515,0,0,0,0,0,0,0,0.011797363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009715475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162387231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111034004,0.013879251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-341,0,0.013146266,0,0.207467963,0,0,0,0,0,0.011710119,0,0,0,0.02971719,0,0.001878038,0,0,0,0,0.010715864,0.00939019,0,0,0,0,0,0,0,0,0.010494918,0,0,0,0,0,0,0,0,0,0,0,0.012704375,0.01524525,0,0,0,0,0,0,0,0.017123288,0,0,0,0.06727795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010494918,0,0,0,0.012152011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012483429,0,0,0,0,0.041316836,0.043968184,0,0,0,0,0,0.021984092,0,0.008837826,0,0.011047282,0,0,0,0.004197967,0,0,0.006959788,0.004087494,0,0,0,0,0,0.00784357,0.012372956,0,0,0,0,0,0,0,0,0,0,0.005413168,0.02231551,0.061201944,0,0,0,0,0,0.03833407,0,0,0.0101635,0,0,0,0,0.004529386,0,0,0,0,0,0,0,0.010273973,0,0,0,0,0,0,0,0,0.065510384,0,0.055236412,0.010273973,0.013809103,0.011931065,0,0,0,0,0,0.034357048,0,0.021542201,0,0,0,0,0.011931065,0,0,0,0.018559434
LK16S004-342,0,0,0,0.177518405,0,0,0,0,0.001867481,0,0,0,0,0,0,0,0,0,0,0,0.002693482,0,0,0.007218531,0,0,0,0,0,0.005961573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244209,0.002549829,0,0,0,0,0,0,0.044244927,0,0,0,0.009373317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597952954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002657569,0,0,0,0,0,0,0,0,0,0,0.002011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001867481,0,0,0.004130005,0,0.00093374,0,0,0,0,0,0.012066798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016520022,0,0.107990663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-343,0,0,0,0.024559943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002973359,0.003924833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005292578,0,0.00356803,0,0,0,0,0.001129876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023162464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003270695,0,0,0,0,0.00115961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002259753,0.001754282,0,0.013499049,0,0,0,0,0,0.005649382,0.005262845,0.000178402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857397716,0.003003092,0.028246908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002467888,0.009157945,0,0,0,0.002081351
LK16S004-344,0,0,0,0.008519767,0,0,0,0,0,0,0.000306466,0,0,0,0,0,0.00055164,0,0,0,0,0.003463071,0,0,0,0,0,0.001746859,0,0,0,0,0,0,0,0.000704873,0,0,0.000337113,0,0,0.000153233,0.001961385,0,0,0,0,0,0.0004597,0,0,0.000429053,0,0,0,0.004137297,0,0,0.000337113,0,0,0,0.001593625,0,0.001041986,0,0.003555011,0.008213301,0,0,0,0.003064664,0,0,0,0.000796813,0,0.096935336,0,0,0,0.000122587,0,0,0,0,0,0,0,0,0,0.001041986,0,0,0,0,0.00055164,0,0,0,0,0,0,0,0.000582286,0,0,0,0,0,0,0,0,0,0,0.000735519,0,0,0,0,0.000704873,0.001195219,0,0.012902237,0,0.000337113,0,0,0,0.003555011,0.002390438,0.000429053,0,0,0,0,0,0.003248544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000490346,0,0,0,0,0,0,0.799080601,0.000582286,0.028440086,9.19399E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000612933,0,0.004596997,0,0,0,0
LK16S004-345,0,0,0,0.088478175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014156508,0,0,0,0,0,0,0,0,0,0,0,0,0.000561766,0,0,0,0,0.005954722,0,0.011684737,0,0,0.006516488,0,0,0,0,0,0,0,0,0.086792877,0,0,0,0,0,0,0,0,0,0.499073086,0,0,0,0,0,0,0,0.032694792,0,0,0,0,0,0,0.009887085,0,0,0,0,0,0,0.002921184,0,0,0.000561766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011347677,0.009887085,0,0,0,0,0,0.016066513,0.009550025,0,0,0,0.012471209,0,0,0,0,0,0,0,0,0.003595304,0,0,0,0,0,0,0,0,0.01196562,0,0.009887085,0.024324476,0.131621819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-346,0,0,0,0.376639197,0,0,0,0,0,0,0,0.11436761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008599068,0,0,0,0,0,0,0,0,0.003224651,0,0,0,0,0,0,0.022285919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005732712,0.027588678,0,0,0.008025797,0,0,0.007524185,0,0,0,0,0,0,0,0.021426012,0,0,0,0,0,0,0,0,0,0,0.008455751,0,0,0,0,0,0,0,0,0,0,0,0.243926908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037477607,0.006592619,0,0,0,0,0,0.007954138,0.003869581,0,0,0.000788248,0,0.01304192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036331064,0,0.025008957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021139377,0,0,0,0,0
LK16S004-347,0,0,0,0.411976712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048794012,0.064873856,0,0.031327973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002772387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07263654,0,0,0,0,0,0,0,0.103687275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051566399,0,0,0,0,0,0.166897699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032991406,0,0,0.012475742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-348,0,0,0,0.192335881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003978641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046801382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015914564,0,0,0,0,0,0,0.53983876,0,0.016647471,0,0,0,0,0,0,0,0,0,0,0,0.009527798,0,0,0,0,0,0,0.0291069,0,0,0,0,0.024185949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042403937,0,0.058946707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020312009
LK16S004-349,0,0,0,0.197967633,0,0,0,0.024840045,0,0,0,0.012043658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053067369,0,0,0,0,0,0,0,0,0,0.015430937,0,0,0,0,0,0,0,0,0,0,0.009032744,0,0,0,0,0.077907414,0.014678209,0,0,0,0,0.01656003,0,0,0,0,0.012043658,0.021452766,0,0,0.016183666,0,0,0,0,0.022581859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015807301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025969138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022958224,0.006774558,0,0,0,0,0,0.176514866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022205495,0,0,0,0,0,0,0.135114791,0,0.092209259,0.008656379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-350,0,0,0,0.441523922,0,0,0,0,0,0,0,0,0.023331364,0,0,0,0,0,0,0,0.021854696,0,0,0,0,0,0,0,0,0.02776137,0,0,0.011370348,0,0,0,0,0,0,0,0,0,0,0,0,0.003691672,0,0,0,0,0,0,0,0,0.011665682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03765505,0,0,0,0.014028352,0,0,0,0,0,0,0,0.005316007,0,0,0,0.148552865,0,0,0,0,0,0,0,0.007088009,0,0,0.004430006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023331364,0,0,0,0.014176019,0,0,0,0,0,0.068517425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034701713,0.045333727,0.045481394,0,0,0,0,0.010189014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S004-351,0,0,0,0.276164131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023974182,0,0,0,0,0,0,0,0,0,0.006915629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021976333,0,0,0.00230521,0,0,0,0.001536807,0,0.012140771,0,0,0,0,0,0,0,0,0,0.047487321,0,0,0,0,0,0,0,0,0.02827724,0,0,0,0.005993545,0.031504534,0,0,0,0,0,0,0,0,0,0,0.040264331,0,0.028123559,0,0,0,0,0.007837713,0,0,0.002612571,0.025818349,0,0.005993545,0,0,0.015060704,0,0,0.020900569,0.008606116,0,0,0,0.010296604,0,0.019056401,0,0.007530352,0,0,0,0,0,0,0,0,0,0.010911326,0.034731827,0,0,0,0,0,0.09897034,0,0,0,0,0.005839865,0,0,0,0,0,0,0,0,0,0,0,0,0.069309974,0,0,0,0,0,0,0.01659751,0,0.053941909,0.016136468,0,0,0.012909175,0,0,0,0.017058552,0,0,0,0,0,0,0.013216536,0,0,0,0,0
LK16S004-352,0,0,0,0.282424242,0,0,0.054949495,0,0,0,0,0,0.021010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012929293,0,0.022020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011515152,0,0,0,0,0,0,0,0,0,0,0,0.10020202,0,0,0,0,0,0,0,0,0.076363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074747475,0,0,0,0,0,0,0,0,0,0,0.034343434,0,0,0,0,0.004242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032929293,0,0,0,0,0,0.101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003838384,0,0,0,0.146262626,0,0,0.021212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
