SampleID,Acinetobacter,Actinobacillus,Actinomyces,Adlercreutzia,Aerococcus,Afipia,Agrobacterium,Anaerococcus,Anoxybacillus,Aquabacterium,Arthrobacter,Bacillus,Bacteroides,Bifidobacterium,Brachybacterium,Brevibacillus,Brevibacterium,Brevundimonas,Burkholderia,Caulobacter,Cloacibacterium,Coprococcus,Corynebacterium,Deinococcus,Delftia,Enhydrobacter,Enterobacter,Enterococcus,Flavobacterium,Fusobacterium,Gardnerella,Gemella,Haemophilus,Herbaspirillum,Hymenobacter,Hyphomicrobium,Janthinobacterium,Jeotgalicoccus,Kocuria,Kytococcus,Lactobacillus,Lactococcus,Leuconostoc,Macrococcus,Massilia,Microbacterium,Micrococcus,Mucispirillum,Neisseria,Oscillospira,Paracoccus,Peptoniphilus,Porphyromonas,Prevotella,Pseudomonas,Psychrobacter,Rhodococcus,Rothia,Ruminococcus,Sediminibacterium,Sphingobacterium,Staphylococcus,Stenotrophomonas,Streptococcus,Streptomyces,Turicibacter,Veillonella,Weissella,Cutibacterium
LK16S009-276,0.232945092,0,0,0,0,0.242928453,0,0,0,0,0,0.024958403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051580699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391014975,0,0,0,0,0,0,0,0,0,0.056572379,0,0,0,0
LK16S009-277,0.428009084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01983346,0,0,0,0.009538229,0,0,0.193792581,0,0,0,0,0,0,0,0,0,0,0.018925057,0,0,0.026343679,0,0,0,0,0.012414837,0,0,0.009386828,0,0.037698713,0,0,0,0,0,0,0.012869039,0.020893263,0,0,0.035881908,0.008024224,0,0,0.001059803,0,0.014685844,0.13989402,0,0,0,0.010749432
LK16S009-278,0.482547771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02089172,0,0,0,0,0,0.009426752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262420382,0,0,0,0,0,0,0.090955414,0,0.019872611,0.090955414,0,0,0,0.022929936
LK16S009-279,0.408360129,0,0,0,0,0,0,0,0,0,0,0.050803859,0,0,0,0,0,0.038585209,0,0,0,0,0.04437299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163344051,0,0,0,0,0,0,0,0,0,0,0,0,0.01414791,0,0,0.229581994,0,0,0,0,0,0,0,0,0,0.050803859,0,0,0,0
LK16S009-280,0.093413978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118951613,0,0,0,0,0,0,0,0,0,0.032930108,0.064516129,0,0,0,0,0,0,0.058467742,0,0,0,0,0,0.099462366,0,0,0,0,0,0,0,0.067876344,0.050403226,0,0,0,0,0,0.003360215,0,0.289650538,0.077284946,0,0,0,0.043682796
LK16S009-281,0.081730769,0.197802198,0,0.074175824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087912088,0,0,0,0,0,0,0,0,0.141483516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03021978,0,0,0,0,0,0,0.165521978,0,0,0,0.028159341,0,0,0,0,0.030906593,0.095467033,0.066620879,0,0,0
LK16S009-282,0.263748597,0,0,0,0,0.112233446,0,0,0,0,0,0.059483726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013468013,0,0,0,0,0,0,0.051627385,0,0,0,0,0,0,0,0,0,0,0,0,0.076318743,0,0,0,0.014590348,0,0,0.044893378,0.228956229,0,0,0,0,0,0,0.051627385,0.039281706,0,0.043771044,0,0,0,0
LK16S009-283,0.259249937,0,0,0,0,0,0,0,0,0,0,0.006040775,0.007047571,0,0,0,0,0,0,0,0,0,0.046564309,0,0,0,0.008306066,0,0,0,0,0,0,0.126604581,0,0,0,0,0,0,0,0,0.025421596,0,0,0.007550969,0.040020136,0,0,0,0,0,0.011829851,0,0.158822049,0,0,0,0.005789076,0,0,0.043543921,0,0.072741002,0.004278882,0.065190033,0,0.095897307,0.015101938
LK16S009-284,0.209424084,0,0,0,0,0.197643979,0,0,0,0,0,0,0,0,0,0,0,0.081151832,0,0,0,0,0.089005236,0,0,0.035340314,0,0,0,0,0,0,0,0.089005236,0,0,0,0,0,0,0.065445026,0,0,0,0,0,0.039267016,0,0,0,0,0,0,0,0.107329843,0,0,0.009162304,0,0,0,0,0.043193717,0.013089005,0,0.020942408,0,0,0
LK16S009-285,0.106382979,0.072013093,0,0,0,0.170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21603928,0,0,0,0,0,0,0,0.181669394,0,0,0,0,0,0,0,0,0,0,0,0,0.009819967,0,0,0,0,0,0,0,0.193126023,0,0,0,0,0,0,0,0,0,0.050736498,0,0,0,0
LK16S009-286,0.169147497,0.129905277,0,0,0,0.326116373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090663058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066305819,0.036535859,0,0,0,0.150202977,0,0,0.01894452,0,0,0,0,0,0,0.01217862,0,0,0,0
LK16S009-287,0.001402246,0.996813076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-288,0.003407999,0.70271766,0,0,0,0.004543998,0,0,0,0.00209723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285456293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-289,0.131205674,0.031914894,0,0,0,0.230496454,0,0,0,0,0,0.223404255,0,0,0,0,0,0,0.024822695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095744681,0,0,0.159574468,0,0,0,0,0.102836879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-290,0.116094987,0.059366755,0,0,0,0,0.028364116,0,0,0,0,0,0,0,0,0,0,0,0,0.036939314,0,0,0.055408971,0,0,0.038258575,0,0,0,0.036279683,0,0,0,0.039577836,0,0,0.027704485,0,0.044854881,0,0,0,0,0,0,0,0.100263852,0,0,0,0,0,0.017150396,0.012532982,0.096965699,0,0,0,0,0.026385224,0,0,0.028364116,0.073878628,0.058707124,0,0.047493404,0,0.055408971
LK16S009-291,0.005503028,0.734492386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001213903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237803644,0,0,0,0,0,0,0,0,0,0,0.018613183,0,0,0,0,0
LK16S009-292,0.393023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041860465,0,0,0,0,0,0,0,0,0,0,0,0,0.060465116,0.222093023,0,0.115116279,0,0,0,0,0,0,0,0.087209302,0,0,0,0.080232558
LK16S009-294,0.237096917,0.002753842,0.030203429,0,0.034378609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05356667,0,0,0,0,0,0,0,0,0,0.003020343,0,0,0,0,0,0,0,0.016078884,0.004708182,0,0,0.010215866,0,0.015101714,0,0,0,0.280714222,0,0,0,0.068490717,0,0.007995025,0,0,0,0,0.045482811,0,0.008794528,0.0843031,0,0.008439193,0,0.088655947
LK16S009-295,0.171816309,0.001817521,0,0,0.014418999,0,0,0.0087241,0,0,0,0.004604386,0.002302193,0,0,0,0,0.020962074,0,0,0,0,0.132073186,0,0,0.198230946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087241,0,0,0.005816067,0.031140191,0,0.073306676,0,0,0,0,0,0,0.013328487,0.050284745,0,0,0.007148916,0,0,0,0.190355022,0,0.001332849,0.041802981,0,0,0,0.021810251
LK16S009-296,0.241425021,0,0.03960232,0,0,0,0,0,0.011764706,0,0.072742336,0.045898923,0,0,0,0,0,0,0,0,0,0,0,0,0.087986744,0.063463132,0,0.024855012,0,0.017564209,0,0,0,0.026512013,0,0,0,0,0,0,0,0,0,0,0.001988401,0,0.023860812,0,0.046396023,0,0,0,0,0.021209611,0.166197183,0,0,0,0,0,0,0.011930406,0,0.061143331,0.030488815,0,0,0,0.004971002
LK16S009-297,0.431839549,0,0,0,0.011595111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138827954,0,0,0,0,0,0,0,0,0.036665622,0,0,0,0,0,0,0,0,0,0,0,0.163585083,0,0,0,0,0,0,0,0,0.023503604,0.168912567,0,0,0,0.025070511
LK16S009-298,0.125200642,0,0.09470305,0,0,0.130016051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040128411,0,0,0,0,0,0,0,0,0,0,0,0,0.060995185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337078652,0,0,0,0,0,0,0,0.046548957,0,0.128410915,0,0,0,0.036918138
LK16S009-299,0.155371901,0.238016529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110743802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014876033,0,0,0,0,0,0,0,0.46446281,0,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0
LK16S009-300,0.51947124,0,0.003126116,0,0,0.00187567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020453733,0.005091104,0,0.005805645,0,0,0,0.022597356,0,0,0,0.008395856,0,0,0,0.026170061,0.023401215,0,0,0.005448374,0,0,0,0,0.007056091,0,0,0,0,0,0,0,0.131386209,0,0,0.003662022,0,0,0,0.061897106,0,0,0.091550554,0,0,0,0.062611647
LK16S009-301,0.158914729,0,0,0,0,0.437984496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403100775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-302,0.545454545,0.047489824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003165988,0,0,0.040705563,0,0,0,0,0,0,0,0,0,0,0.062867481,0,0.05156038,0.047942108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037991859,0,0.021709634,0,0,0,0,0,0,0,0.061058345,0,0,0,0.080054274
LK16S009-303,0.221757322,0,0,0,0,0.129707113,0,0,0,0,0,0.023709902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110181311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041841,0,0.253835425,0,0,0,0,0,0,0,0.080892608,0,0.10320781,0,0,0,0.072524407
LK16S009-304,0,0,0,0,0,0.320512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262820513,0,0,0,0,0,0,0,0,0,0,0.211538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16025641,0,0,0,0,0,0,0,0.044871795,0,0,0,0,0,0
LK16S009-305,0.198838897,0.030478955,0,0.107402032,0,0.127721335,0,0,0,0,0,0,0,0,0,0,0.056603774,0,0,0,0,0,0.066763425,0,0,0.053701016,0,0,0,0,0,0,0,0.03628447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037735849,0,0,0,0,0,0,0.07256894,0,0.191582003,0.020319303,0,0,0,0
LK16S009-306,0.17916042,0.076461769,0,0,0,0.137931034,0,0,0,0,0,0.039730135,0,0,0,0,0.015742129,0,0,0.047976012,0,0,0.039730135,0,0,0.009745127,0,0,0,0,0,0,0,0.054722639,0,0.036731634,0,0,0,0,0,0,0,0,0,0,0,0.032983508,0,0,0,0,0.004497751,0.027736132,0.117691154,0.03898051,0,0,0,0,0,0,0,0.043478261,0,0.020989505,0,0,0.075712144
LK16S009-307,0,0.979257952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016524847,0,0,0,0,0,0,0,0,0,0,0.003424606,0,0,0,0,0
LK16S009-308,0.02617801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64921466,0,0,0,0,0,0,0,0,0,0,0.272251309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052356021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-309,0.306298533,0.132010354,0,0,0,0,0,0,0,0,0,0,0,0.045729077,0,0.043140638,0,0,0,0,0,0,0.08714409,0,0,0,0,0,0,0,0,0,0,0.027610009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023295945,0,0,0,0,0.099223469,0,0,0,0,0,0,0.060396894,0,0.012079379,0.119930975,0,0,0,0.043140638
LK16S009-310,0.001310539,0.996142009,0,0,0,0.001001311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-311,0.002449889,0.96636971,0,0,0,0.009057164,0,0,0,0,0,0,0,0,0,0.003043801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002301411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002227171,0,0.00623608,0,0,0,0,0.002301411,0,0,0.003266518,0.001707498,0.001039347,0,0,0,0
LK16S009-312,0.107714702,0.091703057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033478894,0,0,0,0,0,0,0,0,0.027656477,0,0,0,0,0,0,0.062590975,0,0,0,0,0.043668122,0,0,0,0,0,0,0,0,0.087336245,0,0,0,0,0,0,0.024745269,0.423580786,0.045123726,0,0,0,0,0.052401747
LK16S009-313,0.103333333,0.125555556,0,0,0,0.196666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072222222,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.093333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.228888889,0,0,0,0,0
LK16S009-314,0.15034662,0,0,0,0,0,0,0,0,0,0,0,0,0.179809359,0,0.031195841,0,0,0.019064125,0.032928943,0,0,0,0,0,0.006499133,0,0,0,0,0,0,0,0.022963605,0,0,0,0,0,0,0.145580589,0,0,0,0,0,0.025129983,0.035095321,0,0,0,0.033362218,0,0.005199307,0.099220104,0,0,0,0,0,0,0.070623917,0,0,0.051559792,0.091421144,0,0,0
LK16S009-315,0.036479444,0,0,0,0.003474233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048639259,0,0.737116387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017950203,0,0,0,0.124493341,0,0,0,0,0,0,0,0,0,0,0.031847134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-316,0.210762332,0,0,0,0,0.351270553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016442451,0,0,0,0,0,0.09715994,0.040358744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257100149,0,0,0,0,0,0,0,0.02690583,0,0,0,0,0,0
LK16S009-317,0.220247711,0.008436546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04182373,0,0,0,0,0.024053132,0,0,0,0,0,0,0,0,0,0,0.020463113,0,0,0,0,0,0,0,0,0,0,0,0,0.034284689,0,0,0,0,0,0,0,0.198707593,0,0,0,0,0,0.00359002,0.120804164,0.013642075,0.001615509,0.099264046,0,0.106982588,0,0.106085083
LK16S009-319,0,0.649673752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317267387,0,0,0,0,0,0,0,0,0,0,0.032936772,0,0,0,0,0
LK16S009-320,0,0.706223588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293776412,0,0,0,0,0
LK16S009-321,0.520422535,0,0,0,0,0,0.005105634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006866197,0,0,0,0,0,0,0,0,0,0,0.067957746,0,0.026760563,0,0,0,0.029929577,0.165316901,0,0,0,0.013732394,0.022007042,0,0.045246479,0,0,0.069014085,0,0,0,0.027640845
LK16S009-322,0.198019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01980198,0,0,0,0,0,0.138613861,0,0,0,0,0,0.069306931,0,0.227722772,0,0,0,0,0,0,0,0,0,0,0,0.178217822,0,0,0,0,0,0,0,0,0.079207921,0,0,0,0,0,0,0,0,0,0.089108911,0,0,0,0
LK16S009-323,0.49017084,0,0,0,0.022232623,0.009361105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067516967,0.002574304,0,0.037327405,0,0,0,0,0.01228645,0,0,0,0,0,0,0,0,0.017552071,0,0,0,0,0.014275685,0,0,0,0,0,0,0,0,0,0,0,0.00830798,0.029721507,0,0,0,0,0,0,0.149192605,0,0.108003744,0.025274982,0,0,0,0.006201732
LK16S009-324,0.411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035650624,0,0,0.130124777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139037433,0,0,0,0,0,0,0,0.22459893,0,0,0,0,0,0,0.023172906,0,0,0.035650624,0,0,0,0
LK16S009-325,0.336153161,0,0,0,0,0,0,0,0.039180766,0,0.020480855,0.028049866,0,0,0,0.00667854,0,0,0,0.044523598,0,0,0.091718611,0,0,0,0,0,0,0,0,0,0,0.022261799,0,0,0,0,0,0,0,0,0,0,0,0,0.003561888,0,0,0.017809439,0,0,0,0,0.091273375,0,0,0.045859305,0,0,0,0.089937667,0,0.044523598,0.034728406,0,0,0,0.083259127
LK16S009-326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266159696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55513308,0,0,0,0,0,0,0,0,0.011406844,0.16730038,0,0,0,0
LK16S009-327,0.280334728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267782427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451882845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-328,0.419799499,0.004385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019423559,0,0,0.04197995,0,0,0,0,0,0,0,0,0,0,0.025689223,0,0,0,0,0,0,0,0,0,0,0,0,0.088972431,0,0,0,0,0,0,0.045112782,0.195488722,0,0,0,0,0,0,0.023809524,0.034461153,0,0.068922306,0,0,0,0.031954887
LK16S009-329,0.059859155,0.136443662,0.069542254,0,0,0.117077465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072183099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019366197,0.360915493,0,0,0,0,0,0,0,0.047535211,0.077464789,0,0,0,0,0.039612676
LK16S009-330,0.088957055,0,0,0,0,0.231595092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055214724,0,0,0.081288344,0,0,0,0,0,0,0,0,0.125766871,0,0.156441718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012269939,0,0.115030675,0,0,0,0,0,0,0.024539877,0.056748466,0,0.052147239,0,0,0,0
LK16S009-331,0.249408584,0,0,0,0,0,0,0,0,0.043933761,0,0,0,0,0,0,0,0,0,0,0.041230145,0,0.054410274,0,0,0,0,0,0,0,0,0,0,0.020277121,0,0,0,0,0,0,0,0,0,0,0,0,0.006083136,0,0,0,0,0,0.020953025,0,0.326461642,0,0,0,0,0.023994593,0,0.099357891,0,0.039878337,0.025684353,0,0,0,0.048327138
LK16S009-332,0.155457552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058434399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082690187,0,0,0.03969129,0,0,0,0,0.392502756,0,0,0,0,0,0,0.14553473,0.008820287,0,0.022050717,0.068357222,0,0,0.02646086
LK16S009-333,0.313048147,0,0.076964382,0,0,0,0,0.026132092,0,0,0,0.026669053,0,0,0,0.010918203,0,0,0,0,0,0.02040451,0.114372651,0,0,0.044567747,0,0,0,0,0,0,0.027742975,0.007696438,0,0,0,0,0.01807768,0,0.002505817,0.02040451,0,0,0,0,0.034723465,0,0,0,0,0.045104707,0,0,0.060676571,0,0,0,0,0.020225524,0,0.039914086,0.029711831,0.016108824,0.009128334,0,0,0,0.034902452
LK16S009-334,0.356650012,0.002141328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014037592,0,0,0,0.024982156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332143707,0,0.026647633,0.027837259,0,0.072567214,0,0.017368546,0,0.07375684,0.051867714,0,0,0,0
LK16S009-335,0.412535846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010241704,0,0,0.104465383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024989758,0,0,0,0,0,0,0,0.036050799,0,0,0,0,0.04260549,0,0.276935682,0.014338386,0.002458009,0.048750512,0,0,0,0.026628431
LK16S009-336,0.308562197,0.134087237,0,0,0,0,0,0,0,0,0,0.119547658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117932149,0,0,0,0,0,0,0,0.187399031,0,0,0,0,0.0726979,0,0,0,0,0.030694669,0,0,0,0.02907916
LK16S009-337,0,0.985539262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012585929,0,0,0,0,0
LK16S009-338,0,0.008748318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927730244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057561046,0,0.003244568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-339,0.324137931,0.009195402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047126437,0,0,0.151724138,0,0,0,0.122988506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279310345,0,0.013793103,0,0,0,0,0,0,0,0.051724138,0,0,0,0
LK16S009-340,0.313458262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063884157,0,0,0,0,0.051959114,0,0,0.051959114,0,0,0,0,0,0,0.017887564,0,0,0,0,0.014480409,0,0,0,0,0,0.002555366,0,0.035775128,0.31516184,0,0,0,0,0,0,0,0,0,0.066439523,0,0,0,0.066439523
LK16S009-341,0.157284768,0.182119205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021523179,0,0,0,0.028145695,0,0,0,0,0,0,0,0,0,0,0.09602649,0,0,0.031456954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110927152,0,0,0,0,0,0,0.117549669,0.091059603,0.021523179,0.01986755,0,0,0,0.122516556
LK16S009-342,0.339208411,0.007575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012677798,0,0,0,0.019789734,0,0,0.071428571,0,0.042980829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189393939,0,0,0,0,0.028911565,0,0.023500309,0,0.010667904,0.232529375,0,0,0,0.008348794
LK16S009-344,0.580184185,0.001587806,0,0,0,0.007198052,0,0,0,0,0,0.006880491,0,0,0,0,0,0,0,0,0,0,0.001905367,0,0,0,0,0,0,0,0,0,0,0.062665396,0,0,0,0,0,0,0,0.003387319,0,0,0,0,0.00201122,0,0,0,0,0,0,0,0.130305917,0,0,0,0,0,0,0.02709855,0,0.07219223,0.04879856,0,0,0,0.055784905
LK16S009-345,0.046680197,0.401275732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005218904,0,0,0.014496956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003769208,0,0,0,0,0,0,0,0,0.077413743,0,0.092490577,0,0,0,0,0,0,0.017976225,0,0.320962598,0.01971586,0,0,0,0
LK16S009-346,0.407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035087719,0,0,0,0,0,0,0,0,0,0,0,0,0.253411306,0,0,0,0,0,0,0.074074074,0,0,0.058479532,0,0,0,0.171539961
LK16S009-347,0.402534965,0.002185315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002185315,0,0,0,0,0,0,0,0,0,0,0,0.002185315,0,0.450611888,0,0,0,0,0,0,0,0,0.023164336,0.098339161,0,0,0,0.018793706
LK16S009-348,0.293352093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033767147,0,0,0.030249736,0,0,0.031656701,0,0,0,0,0,0,0.020400985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005627858,0,0,0.015124868,0,0,0.252198382,0,0.063665142,0.032008442,0,0,0,0.044671122,0,0.069644741,0.056278579,0,0,0,0.051354203
LK16S009-349,0.34744138,0.013714791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063412476,0,0,0,0,0,0,0,0,0,0,0.018728801,0.01179767,0,0,0,0,0,0.006488718,0,0,0,0,0,0,0,0,0,0.009290665,0,0,0,0.121810942,0,0,0,0,0,0,0.221501254,0,0.012682495,0.086417932,0,0.013862262,0,0.072850612
LK16S009-350,0.333609272,0.014900662,0,0,0,0,0,0.039114238,0,0,0,0.00455298,0,0,0,0,0,0,0,0,0.032491722,0.016970199,0.014693709,0,0,0,0.009312914,0,0,0,0,0,0,0.074089404,0,0,0,0,0,0,0,0.098509934,0,0,0,0,0.018418874,0,0,0,0,0,0,0,0.324503311,0,0,0,0,0,0,0,0,0.013038079,0.005794702,0,0,0,0
